Deal Description,Title,Description,Original Price,Sales Price,Rating,Deal URL,Normal Link,Image URL,Category,Date Found,Promo Start date,Promo End date,Finder,How Found,Deal Status,Website Status,Email Status,Socials Status,Social Affiliate Link (Short),Notes
"$35 OFF Sunglasses with No Arms, which is cooler than it sounds (was",,,,,3,https://www.avantlink.com/click.php?tt=el&merchant_id=ffae64b9-8022-46b3-a65b-cbdd5ccc4790&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fombraz.com%2F&ctc=honeyhole,https://ombraz.com/,,Affiliate Email,11/20/2024,11/25/2024,12/2/2024,Chase Fly,Affiliate Email,Dead,Removed,Ignore,Ignore,,
15% OFF Sitewide at Hyperlite Mountain Gear! (These guys never go on sale),,,,,3,https://www.avantlink.com/click.php?tt=el&merchant_id=47cd1998-e608-4548-aa0f-3d33e964ad3a&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fhyperlitemountaingear.com%2F&ctc=honeyhole,https://hyperlitemountaingear.com/,,Affiliate Email,11/22/2024,11/27/2024,12/2/2024,Chase Fly,Affiliate Email,Dead,Removed,Ignore,Ignore,,
28% OFF Bulk Mountain House Freeze Dried Meals! (Only $3.75 per meal),,,,,4,https://www.amazon.com/Mountain-House-Backpacking-Servings-0081635A/dp/B0843HYLK9?crid=2IR7H7MFWHSLK&dib=eyJ2IjoiMSJ9.biahZHPO49bWoHBKdcd7fTkeIsz5Gt_ubfHbmGhAURZ77XfS5KJPGnXammjp6r6HwHKSNgHGTA0hEEbfIsB7fXmlKHWt2dJKw2Zh_IE-xWpuUvzW05OzasyhZO1fMCEUY902kYsoF7XHDoiOojlcDf4LnRBJOm2YZTWtYu0AKezNAXeOsHV3_GTEsBPSEQxLr74B4lhlzDwpDwM8zjQzkJ5CbE2chMoCoboh2xK8NiY.LTI3kUXLC5bm06N5MP6HiaWgNBrvU1rEOFPCks91j5Q&dib_tag=se&keywords=mountain+house+meals&psr=EY17&qid=1732323543&s=black-friday&sprefix=mountain+house+mea%2Cblack-friday%2C249&sr=1-1&linkCode=ll1&tag=honeyhole-email-20&linkId=d589daf094609ffd695ae8347d216be5&language=en_US&ref_=as_li_ss_tl,https://www.amazon.com/Mountain-House-Backpacking-Servings-0081635A/dp/B0843HYLK9/ref=sr_1_1?crid=2IR7H7MFWHSLK&dib=eyJ2IjoiMSJ9.biahZHPO49bWoHBKdcd7fTkeIsz5Gt_ubfHbmGhAURZ77XfS5KJPGnXammjp6r6HwHKSNgHGTA0hEEbfIsB7fXmlKHWt2dJKw2Zh_IE-xWpuUvzW05OzasyhZO1fMCEUY902kYsoF7XHDoiOojlcDf4LnRBJOm2YZTWtYu0AKezNAXeOsHV3_GTEsBPSEQxLr74B4lhlzDwpDwM8zjQzkJ5CbE2chMoCoboh2xK8NiY.LTI3kUXLC5bm06N5MP6HiaWgNBrvU1rEOFPCks91j5Q&dib_tag=se&keywords=mountain+house+meals&psr=EY17&qid=1732323543&s=black-friday&sprefix=mountain+house+mea%2Cblack-friday%2C249&sr=1-1,,Manual,11/22/2024,,,Chase Fly,Manual,Dead,Removed,Ignore,Ignore,,
25% OFF Coleman Retro Steel Belted Cooler! (was $200 now $150),,,,,3,https://www.amazon.com/Coleman-Steel-Belted-Portable-Cooler-Quart/dp/B0009PURKO?crid=23O8Z728XMYXR&dib=eyJ2IjoiMSJ9.IrdEV8yDkDOdTyzkzG1jRoUfjSyn1SnWvIV5J5wI2jYd20L58YwZm5S7uEEj1s-R1eGkqiGq7V5RpjC9d5GH5wa0PhfgBHSpMYXMuORcQ71oblerlZT_ZQToesFip8d8hC1IZcmwGL-Nt7NoKSGLVW1IznM83cEyiK_q4a3ZEzDXSuCPuixwWcq6PzKOQm5WR1mYhFEynQNlDrPurDWszwaTGQaW4jYcrIOAVrLWi2U.81NS2nosaqlDWDHYFpHLeXwsLqdRr7dx82v2ll5th0M&dib_tag=se&keywords=coleman&psr=EY17&qid=1732293640&s=black-friday&sprefix=coleman%2Cblack-friday%2C278&sr=1-3&th=1&linkCode=ll1&tag=honeyhole-email-20&linkId=189acdba21f0a38caed93dff57ef6350&language=en_US&ref_=as_li_ss_tl,https://www.amazon.com/Coleman-Steel-Belted-Portable-Cooler-Quart/dp/B0009PURKO/ref=sr_1_3_pp?crid=23O8Z728XMYXR&dib=eyJ2IjoiMSJ9.IrdEV8yDkDOdTyzkzG1jRoUfjSyn1SnWvIV5J5wI2jYd20L58YwZm5S7uEEj1s-R1eGkqiGq7V5RpjC9d5GH5wa0PhfgBHSpMYXMuORcQ71oblerlZT_ZQToesFip8d8hC1IZcmwGL-Nt7NoKSGLVW1IznM83cEyiK_q4a3ZEzDXSuCPuixwWcq6PzKOQm5WR1mYhFEynQNlDrPurDWszwaTGQaW4jYcrIOAVrLWi2U.81NS2nosaqlDWDHYFpHLeXwsLqdRr7dx82v2ll5th0M&dib_tag=se&keywords=coleman&psr=EY17&qid=1732293640&s=black-friday&sprefix=coleman%2Cblack-friday%2C278&sr=1-3&th=1,,Manual,11/22/2024,,,Chase Fly,Manual,Dead,Removed,Ignore,Ignore,,
20% OFF the Ultralight Nitecore NB10000 Gen 2 Power Bank! (was $60 now $48),,,,,3,https://www.amazon.com/NB10000-Ultra-Slim-Quick-Charge-Flashlights-Headlamps/dp/B08JH5SKQ8?crid=RVBP90CO0YYY&dib=eyJ2IjoiMSJ9.PSmHtcBV6Qo1iN9KPHBtm9FwLEcUdFoAVHq469GxQR9JYUQp2PeKpkq1B0QcJOTchtacYyVxWB_qbewzMccr6VxVjxU8SNBlQBhFfH0kToFGaq7-J5QswL5IU_sqW1Ioeqf4ffsFmU4mtJANsYY10z9EnuRn7gXaxZW4gmPwLbwVMd5QSYJ9KKliEllZGKMo4S8miABuRuFzzYiCva_uQsTNNvNnY7TOPp5dy9cMhVk.RqpkD3S6lKeR6UMonoWThRMZRqvxO6Ep-klCYDKl280&dib_tag=se&keywords=nitecore&psr=EY17&qid=1732294718&s=black-friday&sprefix=nitecore%2Cblack-friday%2C241&sr=1-3&th=1&linkCode=ll1&tag=honeyhole-email-20&linkId=6116e1f94d583655d4e9274da4e71cf5&language=en_US&ref_=as_li_ss_tl,https://www.amazon.com/NB10000-Ultra-Slim-Quick-Charge-Flashlights-Headlamps/dp/B08JH5SKQ8/ref=sr_1_3?crid=RVBP90CO0YYY&dib=eyJ2IjoiMSJ9.PSmHtcBV6Qo1iN9KPHBtm9FwLEcUdFoAVHq469GxQR9JYUQp2PeKpkq1B0QcJOTchtacYyVxWB_qbewzMccr6VxVjxU8SNBlQBhFfH0kToFGaq7-J5QswL5IU_sqW1Ioeqf4ffsFmU4mtJANsYY10z9EnuRn7gXaxZW4gmPwLbwVMd5QSYJ9KKliEllZGKMo4S8miABuRuFzzYiCva_uQsTNNvNnY7TOPp5dy9cMhVk.RqpkD3S6lKeR6UMonoWThRMZRqvxO6Ep-klCYDKl280&dib_tag=se&keywords=nitecore&psr=EY17&qid=1732294718&s=black-friday&sprefix=nitecore%2Cblack-friday%2C241&sr=1-3,,Manual,11/22/2024,,,Chase Fly,Manual,Dead,Removed,Ignore,Ignore,,
24% OFF Sawyer Squeeze Water Filter for Hiking! (was $46 now $35),,,,,3,https://www.amazon.com/Sawyer-Products-SP129-Filtration-Squeezable/dp/B00B1OSU4W?&linkCode=ll1&tag=honeyhole-email-20&linkId=02255ed0fe5b5a930df22db32b360bdf&language=en_US&ref_=as_li_ss_tl,https://www.amazon.com/Sawyer-Products-SP129-Filtration-Squeezable/dp/B00B1OSU4W/ref=sr_1_3?crid=V1S4QPVCNY5K&dib=eyJ2IjoiMSJ9.1LXCMxAx5qJNbJjN-td8KWOEh5IO5WZZ-WCqR7JgwyRYn8cPWLcu5G3Wpb_0W1txVjMlBwIPCV7kLrnijwXvDXaCleFYrSg7gr51pdwgzNgkGVXsvsa2ao5Av7CV63pJ_d5in57-VU0kaISF-PqJsrxUPs7PR7vJc_fEn6gAiVDtshGW_lPhzjPNoLnCrnpDAs_yqeuJYs9oq2NGSzOBQlu-WVZBZ_MyWjoulE5lc2Q.3qYLnxrXkDokJyHG1n8scMlACxL4SBKodHFNW_3uu6c&dib_tag=se&keywords=sawyer+water+filter&psr=EY17&qid=1732295041&s=black-friday&sprefix=sawyer%2Cblack-friday%2C327&sr=1-3,,Manual,11/22/2024,,,Chase Fly,Manual,Dead,Removed,Ignore,Ignore,,
44% OFF Deuter Kid Comfort Pro Child Carrier Backpack! (was $370 now $208),,,,,4,https://www.amazon.com/Deuter-Comfort-Child-Carrier-Backpack/dp/B08FF8JQDS?&linkCode=ll1&tag=honeyhole-email-20&linkId=c1bdf1603ffd4137ea1f2e671ea42f4e&language=en_US&ref_=as_li_ss_tl,https://www.amazon.com/Deuter-Comfort-Child-Carrier-Backpack/dp/B08FF8JQDS/ref=sr_1_3?crid=Q292WY0CE4ZD&dib=eyJ2IjoiMSJ9.41OQBtLpxXM2dNJkfxp0hYeu86_iW6Hu7NL_0-9zXXsE9zUgBZgEq2mC8Qi7WPu4aqwRP2-k5l7pvW6p-Ekypmwz2Wqm91lU1eVJMERX3qyuSz1vjVLTrTEzrd8ZUp0WJsL4VvEvbBngGsui_XxtYEWdrZT_4hkWwIbjPzZpNB6EFuelWdnZnAPruPsByRAKIs_xSanM_jFW3vsxiVeUeoR192E4x3uhiG0IeoIXEi8.zShqxbz0h5ngQaA4bbZGlXoO3ioonx8A0gpdnAKhws0&dib_tag=se&keywords=osprey+child+carrier&psr=EY17&qid=1732295227&s=black-friday&sprefix=osprey+child+carri%2Cblack-friday%2C259&sr=1-3&ufe=INHOUSE_INSTALLMENTS%3AUS_IHI_5M_CONSUMABLES_AUTOMATED,,Manual,11/22/2024,,,Chase Fly,Manual,Dead,Removed,Ignore,Ignore,,
20% OFF YETI Roadie 60 Wheeled Cooler in King Crab Orange! (was $450 now $360),,,,,3,https://www.amazon.com/YETI-Roadie-Wheeled-Retractable-Periscope/dp/B0CT69XK4L?th=1&linkCode=ll1&tag=honeyhole-email-20&linkId=10b6145c17c20b6adac6286b27b3e374&language=en_US&ref_=as_li_ss_tl,https://www.amazon.com/YETI-Roadie-Wheeled-Retractable-Periscope/dp/B0CT69XK4L/ref=sr_1_126_sspa?crid=212FHBYMQ2Z5Q&dib=eyJ2IjoiMSJ9.3ZYYVIw4vVbwQUc_HbORcIuyWKSWo4YIKm1FK1ijSA1brlvPxrNdYEqzp6J3rd2V8hj7ggrURxg-UB4RCgeSX_hM173hm3YFrlisiHpROFs1E52QJN2aKcU8D2ko1dgytosEOYQXW3xXAdnwx0Eg-Jy0PhB_1ws0d3RWYFqQqxxTdHdIOW78JJKkj-A3LPfn0lPaEbrAx3vOEAcrp2ngoAWVCp1kw4SLvMdAF-2JoC0NPB-PSj4Gf1R9A7667G34._3yEKm4nOv9jY1T-zg5POMp7wT3E0m9oyAG5oItfFQM&dib_tag=se&keywords=camping&psr=EY17&qid=1732292581&rnid=3400371&s=black-friday&sprefix=campin%2Cblack-friday%2C359&sr=1-126-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&m=A3VZHMRV3J141P&SPES=1&th=1,,Manual,11/22/2024,,,Chase Fly,Manual,Dead,Removed,Ignore,Ignore,,
20% OFF YETI Hopper M20 Backpack Cooler in King Crab Orange! (was $325 now $260),,,,,3,https://www.amazon.com/YETI-Hopper-Backpack-Cooler-MagShield/dp/B0CT6BS5DT?th=1&linkCode=ll1&tag=honeyhole-email-20&linkId=c9c3267016bc7003941211d9886c8da8&language=en_US&ref_=as_li_ss_tl,https://www.amazon.com/YETI-Hopper-Backpack-Cooler-MagShield/dp/B0CT6BS5DT/ref=sr_1_146_sspa?crid=212FHBYMQ2Z5Q&dib=eyJ2IjoiMSJ9.oTb-vuHypciGl9gs753m4DEy9oY5OcX2j0CGRs4tV_EEd7RCZ1cfoIxoK2wX-4MCvegxJ1CDOEPhgTkUJnbHBZ3gYZ7WFx4lVeFPtvpCWv0.uQCijwE7RkyVSVdf0ZubrUIa5j45ILg2wogp--fiRX4&dib_tag=se&keywords=camping&psr=EY17&qid=1732292675&rnid=3400371&s=black-friday&sprefix=campin%2Cblack-friday%2C359&sr=1-146-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&m=A3VZHMRV3J141P&SPES=1&th=1,,Manual,11/22/2024,,,Chase Fly,Manual,Dead,Removed,Ignore,Ignore,,
25% OFF YETI Roadie 48 Wheeled Cooler in Cosmic Lilac! (was $400 now $300),,,,,4,https://www.amazon.com/YETI-Roadie-Wheeled-Retractable-Periscope/dp/B0C8WFS968?th=1&linkCode=ll1&tag=honeyhole-email-20&linkId=8beae9fbde5d252b88196b01d2ffa6d5&language=en_US&ref_=as_li_ss_tl,https://www.amazon.com/YETI-Roadie-Wheeled-Retractable-Periscope/dp/B0C8WFS968/ref=sr_1_121_sspa?crid=212FHBYMQ2Z5Q&dib=eyJ2IjoiMSJ9.R5hcbXTcLVxnzStxyqozG75XHI6cBisk8k6gbxltlH1bGmoG4IU00ZSn5j2QTIhEYmAY_FxtwZx_iH8x8nu9O39ILVvwUyIYzC9WyHJ_M-Y.ZU5skdU_DJ5C7ONDGXs8bmk-uPYw9WWr3M2Kba1p6UI&dib_tag=se&keywords=camping&psr=EY17&qid=1732292581&rnid=3400371&s=black-friday&sprefix=campin%2Cblack-friday%2C359&sr=1-121-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&m=A3VZHMRV3J141P&SPES=1&th=1,,Manual,11/22/2024,,,Chase Fly,Manual,Dead,Removed,Ignore,Ignore,,
20% OFF Portable 5 Gallon Water Jug with Automatic Touch Control Pump (Great for car camping!),,,,,3,https://www.amazon.com/UPWOIGH-Portable-Automatic-Container-Rechargeable/dp/B0D8SWQJCR?th=1&linkCode=ll1&tag=honeyhole-email-20&linkId=99f08808b776e998d2d7a5c47a5e22e4&language=en_US&ref_=as_li_ss_tl,https://www.amazon.com/UPWOIGH-Portable-Automatic-Container-Rechargeable/dp/B0D8SWQJCR/ref=sr_1_97_sspa?crid=212FHBYMQ2Z5Q&dib=eyJ2IjoiMSJ9.edtK70rJ-1QTaaxJV05dc8WwTMRpZ6Cp8hElmVOHzcui2ohmzPLnOHHO_P7a9zdh-W0FUeBSuSutDHiv_1BKrM38gjpEhsNKzIbWxvqoT6o.luJ8OaI10QnweP6AB1cDcK_7mweQWmOIvBgXiuQ11HE&dib_tag=se&keywords=camping&psr=EY17&qid=1732285618&rnid=384082011&s=black-friday&sprefix=campin%2Cblack-friday%2C359&sr=1-97-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&m=A1LIRF90D3LZXK&SPES=1&th=1,,Manual,11/22/2024,,,Chase Fly,Manual,Dead,Removed,Ignore,Ignore,,
"ONLY $20 for 8"" Heavy Duty Threaded Tent Stakes (No more hammering!)",,,,,3,https://www.amazon.com/Adventure-Seeka-Heavy-Threaded-Stakes/dp/B07RXMVM8M?&linkCode=ll1&tag=honeyhole-email-20&linkId=5485222226726e09b153153c9a0b526c&language=en_US&ref_=as_li_ss_tl,https://www.amazon.com/Adventure-Seeka-Heavy-Threaded-Stakes/dp/B07RXMVM8M/ref=sr_1_112?crid=212FHBYMQ2Z5Q&dib=eyJ2IjoiMSJ9._3Jp0bly4DowQvp9GYxx_DtMjSB0mgqfeIAIoqPxy9i5RuqaqvuAdJiBxRSbj19FUqZzPsCP4Ph2IC9iTAvJ7Wq-p3ygX1hDIyfRFDLFTPFx5GmUR9akvFLNXxpOSSWl-i7yZXkmTZBVwxRt3Uu7iZddTa4688ur8u22T2RnLCc2q1SR2b9DTzFDuOgMrbGO9UIz-ixUxbm6er1sHpaj_OGoJuJMZZhGPXIypooOOkwXggIUXBXDK12oqj8OITDV.D1raCNLK51BQApzTBmiRwW91uf3XV451WQC8D4fAAOI&dib_tag=se&keywords=camping&psr=EY17&qid=1732292430&rnid=3400371&s=black-friday&sprefix=campin%2Cblack-friday%2C359&sr=1-112,,Manual,11/22/2024,,,Chase Fly,Manual,Dead,Removed,Ignore,Ignore,,
ONLY $40 for a 50L Backpacking Pack!? (Crazy cheap),,,,,4,https://www.amazon.com/Loowoko-Backpack-Waterproof-Climbing-Mountaineering/dp/B07FLLJ1GR?th=1&linkCode=ll1&tag=honeyhole-email-20&linkId=2342bca7613f8458ee53018ba7a13cbb&language=en_US&ref_=as_li_ss_tl,https://www.amazon.com/Loowoko-Backpack-Waterproof-Climbing-Mountaineering/dp/B07FLLJ1GR/ref=sr_1_112?crid=212FHBYMQ2Z5Q&dib=eyJ2IjoiMSJ9.50Gz8KLTJZNNT_1jBnrswV8nDRekdC0f9J7ySQ_VlACZTR7SA-RxSarTpTHM8FaWPCl6Vj4MoNOgLYx8YBKNiwZYO4JRkwS5OctV5_wzm9BZo3fU8443bKCuaBrEkncCRkpri9WlbmNTeffUZYpXe6GDYL6tGVoI-4-Wh14Ls5-1_02mFBtUKd7SnuZf62tgbgmJaWQsEfrn2vFARJ-La1hKo7BR5iIafMB5e3KwcVOZ5R4xPM98zDCYuBcD50Yj.mmb32hxYMtEYK5QSha1xkLTKC33C3T5HGXDZGrwnXYQ&dib_tag=se&keywords=camping&psr=EY17&qid=1732285618&rnid=384082011&s=black-friday&sprefix=campin%2Cblack-friday%2C359&sr=1-112&th=1,,Manual,11/22/2024,,,Chase Fly,Manual,Dead,Removed,Ignore,Ignore,,
56% OFF the NEW Jackery Explorer 1000 v2 Portable Power Station! (was $799 now $349),,,,,5,https://www.amazon.com/Jackery-Explorer-Portable-Generator-Emergency/dp/B0D7PPG25F?th=1&linkCode=ll1&tag=honeyhole-email-20&linkId=a83b8889fd534a349fded510ecc39e97&language=en_US&ref_=as_li_ss_tl,https://www.amazon.com/Jackery-Explorer-Portable-Generator-Emergency/dp/B0D7PPG25F/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.805ca70d-e057-4820-b9b3-729eee71f8a9%3Aamzn1.sym.805ca70d-e057-4820-b9b3-729eee71f8a9&crid=212FHBYMQ2Z5Q&cv_ct_cx=camping&dib=eyJ2IjoiMSJ9.3kDOJdZRQpEc1gTwvvVUiw.j7P0lhysNvNPXGo67UkN_coN3hxus0DLLXyScxAhB4U&dib_tag=se&keywords=camping&pd_rd_i=B0D7PPG25F&pd_rd_r=4871dd68-4a7e-41b6-ad44-bc3acf141d2d&pd_rd_w=yXSvZ&pd_rd_wg=5PDzq&pf_rd_p=805ca70d-e057-4820-b9b3-729eee71f8a9&pf_rd_r=VCTB78R9BGZAG35PB8EM&psr=EY17&qid=1732285618&rnid=384082011&s=black-friday&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=campin%2Cblack-friday%2C359&sr=1-97-48f7baba-8e26-45f3-8811-e1a601ad20bf&th=1,,Manual,11/22/2024,,,Chase Fly,Manual,Dead,Removed,Sent,Ignore,,
ONLY $20 for an Ultralight Camping Pot! (with heat exchanger),,,,,3,https://www.amazon.com/Fire-Maple-Ultralight-Lightweight-Efficiency-Exchanger/dp/B0CWVB2CRT?&linkCode=ll1&tag=honeyhole-email-20&linkId=8a41d03e355de3a2dd88cc89c0cf71e7&language=en_US&ref_=as_li_ss_tl,https://www.amazon.com/Fire-Maple-Ultralight-Lightweight-Efficiency-Exchanger/dp/B0CWVB2CRT/ref=sr_1_2?crid=1W6XS0T3NV0RI&dib=eyJ2IjoiMSJ9.kL41MCkKbMGJWVpnjA6zC6ZQ6xdq9AHCQpuASSi2MCn3YRCPy9MzU_eugGEWJCkK6tsQVw85wP9TXdWELjqPjhktNmEQG7A_BA1_ijmXeKHWDXUxnVZMt9mbeK7QKU_bUPn1H57FG75IPT-01faEmPmrAZgOdjKK_ob-Wb_YEgkZUVgqP4YkKDM-jhJKsd07k4LUgfxBMTGLjWg0g8WYjtFqnLCKH_qhpdaofPK1NxE.QFggLyLbEG7DmBECE4DR3st3TB8XUcJ6TJb2knWxiQ8&dib_tag=se&keywords=toaks&psr=EY17&qid=1732292931&s=black-friday&sprefix=to%2Cblack-friday%2C461&sr=1-2,,Manual,11/22/2024,,,Chase Fly,Manual,Dead,Removed,Ignore,Ignore,,
27% OFF Camping Gear Storage Bin! (was $48 now $35),,,,,3,https://www.amazon.com/UPWOIGH-Collapsible-Accessories-Waterproof-Overlanding/dp/B0D2677V8K?content-id=amzn1.sym.805ca70d-e057-4820-b9b3-729eee71f8a9%3Aamzn1.sym.805ca70d-e057-4820-b9b3-729eee71f8a9&crid=212FHBYMQ2Z5Q&cv_ct_cx=camping&dib=eyJ2IjoiMSJ9.04Oc_QN-iEGX3NZCNZws-Q.M0os8Yfoaa2cltDLcLq7pEhqJWzCzxlMrvLMAIIHfTE&dib_tag=se&keywords=camping&pd_rd_i=B0D2677V8K&pd_rd_r=aea59909-0eb6-4fe8-9e13-e41bbb0b08cb&pd_rd_w=kkKLX&pd_rd_wg=GoCsI&pf_rd_p=805ca70d-e057-4820-b9b3-729eee71f8a9&pf_rd_r=1AHN06KQW8K314PDMENT&psr=EY17&qid=1732285783&rnid=384082011&s=black-friday&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=campin%2Cblack-friday%2C359&sr=1-121-48f7baba-8e26-45f3-8811-e1a601ad20bf&th=1&linkCode=ll1&tag=honeyhole-email-20&linkId=8bbd7e38d7be73f594ee1305c7d64fbb&language=en_US&ref_=as_li_ss_tl,https://www.amazon.com/UPWOIGH-Collapsible-Accessories-Waterproof-Overlanding/dp/B0D2677V8K/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.805ca70d-e057-4820-b9b3-729eee71f8a9%3Aamzn1.sym.805ca70d-e057-4820-b9b3-729eee71f8a9&crid=212FHBYMQ2Z5Q&cv_ct_cx=camping&dib=eyJ2IjoiMSJ9.04Oc_QN-iEGX3NZCNZws-Q.M0os8Yfoaa2cltDLcLq7pEhqJWzCzxlMrvLMAIIHfTE&dib_tag=se&keywords=camping&pd_rd_i=B0D2677V8K&pd_rd_r=aea59909-0eb6-4fe8-9e13-e41bbb0b08cb&pd_rd_w=kkKLX&pd_rd_wg=GoCsI&pf_rd_p=805ca70d-e057-4820-b9b3-729eee71f8a9&pf_rd_r=1AHN06KQW8K314PDMENT&psr=EY17&qid=1732285783&rnid=384082011&s=black-friday&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=campin%2Cblack-friday%2C359&sr=1-121-48f7baba-8e26-45f3-8811-e1a601ad20bf&th=1,,Manual,11/22/2024,,,Chase Fly,Manual,Dead,Removed,Ignore,Ignore,,
ONLY $66 for a Jetboil Genesis Camp Stove DUPE! (The real thing is $300),,,,,5,https://www.amazon.com/Cofiyard-Carrying-Backpacking-Adjustable-Tailgating/dp/B0D81PZWBS?&linkCode=ll1&tag=honeyhole-email-20&linkId=d77737014eec5c41476ea5c7e034c9bf&language=en_US&ref_=as_li_ss_tl,https://www.amazon.com/Cofiyard-Carrying-Backpacking-Adjustable-Tailgating/dp/B0D81PZWBS/ref=sr_1_29?crid=212FHBYMQ2Z5Q&dib=eyJ2IjoiMSJ9.8CUic1cuZ6iUWzdDzb4vRD8la38ZwqlIHs3X1SmUOy9HFpkssT39Y6L9EZlPRywv8RqChAL0__K8JNR-gkqcxNObkBO2Dc_h9ATJZCXmxRjswPU2Zj6rK3XCGPx8RqaX3-PRTExchjv-c0z9v4aU3jhK6xEO5UywXuf-KcNguDQe6Muph8uoT76SINEIsC7lws-qbaKOp5uPk_Qmatw3auwGGCIKlO60Ly0yLnJXrYxcBEVX76lH3RZhDHfoYF7DHk6cID3K2JzNSUvV8OgM6AQgtu5MmYxl1o5mgB614eg.5kzWtTgfBRA-wWFAHcVcuW2xvIVnPw7eyEPwZVLo9WE&dib_tag=se&keywords=camping&psr=EY17&qid=1732284767&rnid=384082011&s=black-friday&sprefix=campin%2Cblack-friday%2C359&sr=1-29,,Manual,11/22/2024,,,Chase Fly,Manual,Dead,Removed,Ignore,Ignore,,
ONLY $40 for a Jetboil Flash Backpacking Stove DUPE! (The real one is $140),Jetboil Flash Stove,ONLY $40 for a Jetboil Flash Backpacking Stove DUPE! (The real one is $140),140,40,5,https://www.amazon.com/Fire-Maple-Personal-Equipment-Portable-Ultralight/dp/B0CMZP3G5L?th=1&linkCode=ll1&tag=honeyhole-email-20&linkId=688bb14f5b2e40c2d13f9f9ef4a103a2&language=en_US&ref_=as_li_ss_tl,https://www.amazon.com/Fire-Maple-Personal-Equipment-Portable-Ultralight/dp/B0CMZP3G5L/ref=sr_1_24?crid=212FHBYMQ2Z5Q&dib=eyJ2IjoiMSJ9.8CUic1cuZ6iUWzdDzb4vRD8la38ZwqlIHs3X1SmUOy9HFpkssT39Y6L9EZlPRywv8RqChAL0__K8JNR-gkqcxNObkBO2Dc_h9ATJZCXmxRjswPU2Zj6rK3XCGPx8RqaX3-PRTExchjv-c0z9v4aU3jhK6xEO5UywXuf-KcNguDQe6Muph8uoT76SINEIsC7lws-qbaKOp5uPk_Qmatw3auwGGCIKlO60Ly0yLnJXrYxcBEVX76lH3RZhDHfoYF7DHk6cID3K2JzNSUvV8OgM6AQgtu5MmYxl1o5mgB614eg.5kzWtTgfBRA-wWFAHcVcuW2xvIVnPw7eyEPwZVLo9WE&dib_tag=se&keywords=camping&psr=EY17&qid=1732284767&rnid=384082011&s=black-friday&sprefix=campin%2Cblack-friday%2C359&sr=1-24&th=1,https://m.media-amazon.com/images/I/61gyNQoQvvL.__AC_SX300_SY300_QL70_FMwebp_.jpg,camping-gear,11/22/2024,,,Chase Fly,Manual,Active,Live,Sent,Posted,https://amzn.to/41hrNR2,
ONLY $56 for a Helinox Cot Knockoff! (Compare to $300+),,,,,4,https://www.amazon.com/MARCHWAY-Ultralight-Mountaineering-Lightweight-Backpacking/dp/B074KFR6TP?th=1&linkCode=ll1&tag=honeyhole-email-20&linkId=401915de279be0692f0f1ef02e34dcce&language=en_US&ref_=as_li_ss_tl,https://www.amazon.com/MARCHWAY-Ultralight-Mountaineering-Lightweight-Backpacking/dp/B074KFR6TP/ref=sr_1_46?crid=212FHBYMQ2Z5Q&dib=eyJ2IjoiMSJ9.G_To8Tr6lvMICSgAXSVleZ9MlmI5JnjaI29e5H17rAhFKolTj_UYH6njGEsW6arCYvL54JA8nuZUeAa1MAfVUcFuMQPjTAqq7ASvaVxRjBUmOQr2LYcPst96xJeZODczwJuB0aDnC0LodAEVkXLxZ7TryUA81g9u3M_4H6vKHoOGOTM7TNrRGu8iHHsXLRS3Txfevz0o-uT7osVtfrMrIgbJ7AgrG70XQ3X6ZXHg-aPywRYTfwqaz_fnB-ZAdVWrRfOO0WCMzzk5sI7PTc5QudTT_1e4T6-9lBceKSv7TBk.X_f8xQ7tctqPjBsZiRQ48xEWesQDMZ9h7EyQSKZtAUo&dib_tag=se&keywords=camping&psr=EY17&qid=1732285101&rnid=384082011&s=black-friday&sprefix=campin%2Cblack-friday%2C359&sr=1-46&th=1,,Manual,11/22/2024,,,Chase Fly,Manual,Dead,Removed,Ignore,Ignore,,
